Sub,MIP_Con,Pic_Con,Avg_Pic_Rate,STAI1_pos,STAI1_neg,mood1_happy,mood1_sad,mood1_inspired,mood1_angry,STAI2_pos,STAI2_neg,mood2_happy,mood2_sad,mood2_inspired,mood2_angry,Age,"Gender (1=M,2=F)"
1,Neg,Anim,5.233333333,2,1.333333333,0,80,9,0,2,1.333333333,15,59,0,0,30,1
2,Neg,Nat,5.533333333,1,2.333333333,1,99,15,41,3,1,53,0,33,3,24,1
3,Neut,Urb,4.266666667,2.666666667,1.666666667,27,22,18,10,3,1,50,16,35,11,30,1
4,Neg,Urb,4.066666667,1.666666667,2,0,100,0,85,3,3,37,0,21,0,25,1
5,Neut,Anim,6.1,4,1,81,0,50,0,4,1,94,0,51,0,59,2
6,Neg,Urb,5.466666667,2,3.333333333,22,96,23,31,2.666666667,1,53,25,45,4,26,2
7,Neut,Nat,5.2,2.666666667,1,80,0,60,0,3,1,87,0,58,0,19,2
8,Neg,Nat,6.966666667,1.333333333,2.666666667,0,91,20,10,3.333333333,1,71,0,71,0,33,1
9,Neut,Urb,4.8,3.333333333,1,70,0,0,0,3.333333333,1,70,0,0,0,56,1
10,Neut,Anim,6.3,3.333333333,1.333333333,80,0,23,0,4,1,80,0,21,0,30,1
11,Neut,Nat,5,2.666666667,1,50,0,0,0,2,1,52,0,0,0,35,2
12,Neg,Anim,4.666666667,3.666666667,1,72,4,58,2,3.666666667,1,75,1,62,0,45,2
13,Neg,Urb,4.433333333,3,1,45,36,34,13,3.333333333,1.666666667,55,18,48,1,24,1
14,Neg,Urb,4.933333333,2.333333333,2.333333333,3,90,29,9,3.333333333,1,70,9,80,0,29,1
15,Neg,Anim,5.333333333,1.333333333,2,0,56,0,0,2.333333333,1,55,0,0,0,27,1
16,Neut,Nat,6.2,4,1,90,0,90,0,4,1,91,0,90,0,20,1
17,Neg,Nat,5.133333333,2.333333333,1.666666667,31,89,64,0,4,1,71,17,79,0,29,1
18,Neg,Nat,5.933333333,4,1,45,38,100,0,4,1,55,8,100,0,33,1
19,Neut,Urb,4.133333333,2.333333333,1,0,0,0,0,1.666666667,1,23,0,40,0,24,1
20,Neg,Anim,5.6,2,1,0,63,0,0,2.333333333,1,0,50,0,0,25,1
21,Neut,Urb,4.266666667,3,1,76,0,66,0,3,1,71,0,51,0,37,1
22,Neg,Nat,5.5,1,2,0,100,0,0,3.333333333,1,81,0,80,0,56,2
23,Neut,Anim,6.733333333,4,1.666666667,91,0,80,0,4,1,99,0,80,0,45,2
24,Neut,Anim,5.633333333,3.333333333,1,87,0,59,0,3,1,79,0,60,0,49,2
25,Neg,Nat,5.066666667,2.333333333,2.666666667,20,62,10,79,3.666666667,1,40,0,60,0,40,2
26,Neg,Urb,6.566666667,1.333333333,3,13,93,18,45,3.333333333,1.333333333,80,14,87,23,25,1
27,Neg,Nat,6.2,2.666666667,1,18,60,0,0,2.666666667,1,60,20,39,0,36,2
28,Neut,Urb,6.466666667,3,1,78,0,72,0,3,1,77,0,75,0,55,1
29,Neut,Anim,3.7,3.333333333,1,41,8,30,10,3.666666667,1,58,4,43,5,32,1
30,Neut,Urb,4.533333333,3,1.666666667,28,5,23,3,3.666666667,1,60,12,54,11,29,1
31,Neg,Urb,3.4,2,3.666666667,10,84,7,30,3,2,50,41,69,23,42,2
32,Neut,Nat,4.733333333,2,1.333333333,18,9,40,0,2.333333333,1,41,0,51,0,36,2
33,Neut,Urb,5.1,3,1.333333333,57,0,60,0,3,1.666666667,50,0,51,0,35,2
34,Neut,Urb,5.433333333,4,1,40,0,71,0,4,1,34,0,39,0,33,1
35,Neut,Nat,4.7,2,1,0,0,0,0,2,1,0,0,0,0,38,1
36,Neut,Nat,5.366666667,2.333333333,1,50,0,49,0,3,1,91,0,90,0,38,2
37,Neg,Urb,5.933333333,2,2.666666667,1,93,8,2,3.333333333,2,60,24,56,1,28,1
38,Neg,Anim,4.833333333,2.333333333,1,0,0,0,0,2.333333333,1,0,0,0,0,40,1
39,Neut,Nat,6.2,2.333333333,1,65,0,50,0,2.333333333,1,50,0,60,0,51,2
40,Neg,Anim,6.933333333,4,1,0,100,100,0,4,1,100,0,0,0,33,2
41,Neut,Anim,5.9,3.333333333,3,59,40,40,99,3,2,61,79,29,19,69,1
42,Neut,Anim,4.8,3,1,65,0,71,0,3,1.666666667,71,0,64,0,35,1
43,Neut,Anim,5.6,3,1,80,0,100,0,4,1,93,0,89,0,28,1
44,Neut,Anim,5.566666667,2,2.666666667,45,20,10,2,2,2.333333333,56,14,11,4,39,2
45,Neg,Urb,5.8,2,1,0,91,29,9,2.333333333,1,29,0,19,0,41,1
46,Neg,Urb,4.6,2.333333333,3,5,90,50,9,3.666666667,1.666666667,63,22,81,11,30,1
47,Neut,Nat,5.833333333,3.333333333,1,80,0,64,0,3.666666667,1,88,0,79,0,26,2
48,Neg,Urb,4.133333333,2,2,11,80,19,16,1.666666667,1,51,11,7,14,32,1
49,Neut,Urb,5.4,4,1,100,0,89,0,4,1,100,0,100,0,26,1
50,Neg,Urb,5.333333333,3,2.333333333,48,25,59,7,2.666666667,1,64,12,73,11,34,2
51,Neg,Urb,4.2,3,1.333333333,40,37,30,1,3.333333333,1.333333333,61,0,19,0,27,1
52,Neg,Nat,5.4,1.333333333,3,0,100,0,6,4,1,96,0,97,0,28,1
53,Neut,Urb,5.966666667,3,1,20,0,0,0,3,1,31,0,15,0,34,2
54,Neut,Anim,6.6,4,1,92,4,82,0,4,1,100,0,53,0,32,2
55,Neg,Anim,5.966666667,1.666666667,2,0,88,0,0,3,1,63,5,1,0,43,1
56,Neut,Nat,6.4,2.666666667,1,72,0,86,0,3,1,85,0,88,0,35,1
57,Neut,Urb,5.766666667,2,1,0,0,0,0,2,1,10,0,0,0,37,2
58,Neg,Nat,5.9,2.333333333,2,8,50,0,0,3,1.333333333,60,9,19,0,45,2
59,Neg,Anim,5.5,4,1.666666667,19,29,9,1,4,1,52,10,4,5,42,2
60,Neut,Urb,5.466666667,4,1,70,0,52,0,4,1,82,0,60,0,25,1
61,Neg,Nat,5.7,1.333333333,2.333333333,0,80,0,39,2.333333333,2,29,70,29,0,36,2
62,Neut,Anim,6.6,3.666666667,2,85,0,90,0,3.666666667,1.666666667,100,0,90,0,53,2
63,Neut,Urb,5.7,3,1,55,9,78,2,3,1,47,19,69,1,26,2
64,Neg,Anim,5.766666667,2.333333333,3.666666667,1,100,2,5,2,2.666666667,35,58,5,9,46,2
65,Neg,Anim,6.966666667,2,1.666666667,0,100,0,0,3,1,60,1,1,1,36,2
66,Neut,Anim,6.966666667,2.666666667,1,60,0,79,0,2.666666667,1,100,0,92,0,36,2
67,Neut,Anim,4.3,3,1,92,0,41,0,3,1,90,0,50,0,42,2
68,Neut,Anim,5.666666667,3.666666667,1.666666667,51,29,34,6,3.666666667,1.666666667,46,6,53,3,29,2
69,Neg,Anim,5.866666667,1.666666667,2.666666667,20,65,0,0,3.333333333,1,70,9,0,0,29,1
70,Neut,Urb,4.6,3,1,7,0,24,0,3,1,40,0,40,0,35,2
71,Neut,Anim,5,2,1,52,44,54,47,2,1,72,29,67,30,33,1
72,Neut,Nat,5.066666667,3,1.333333333,49,0,19,0,3,1,39,0,10,0,28,2
73,Neg,Anim,5.366666667,2,1.666666667,7,100,9,100,3,1,67,2,38,3,40,2
74,Neut,Anim,5.466666667,2.666666667,1,30,0,9,0,3,1,80,0,70,0,36,2
75,Neut,Nat,4.133333333,3,1,56,24,57,20,3,1,70,18,69,16,28,2
76,Neg,Anim,5.433333333,1.666666667,3.333333333,0,100,4,25,2,2.333333333,15,91,13,0,34,1
77,Neut,Urb,5.166666667,2.333333333,1,9,0,5,0,2.666666667,1,12,0,0,0,23,2
78,Neut,Nat,2.033333333,2.666666667,2.333333333,51,80,36,54,2.666666667,1.333333333,59,84,38,26,30,2
79,Neg,Urb,5.466666667,1.333333333,2.666666667,2,100,4,60,3.333333333,1.666666667,81,29,81,39,46,2
80,Neg,Urb,5.6,1.666666667,1.333333333,19,80,50,0,3.333333333,1,50,49,70,0,57,2
81,Neut,Nat,5.933333333,3,1.666666667,56,47,80,1,2.666666667,2.333333333,58,54,70,11,31,2
82,Neut,Anim,4.033333333,3.666666667,1,80,0,41,0,3.666666667,1,80,0,29,0,43,1
83,Neg,Anim,6.966666667,1.333333333,3,4,97,10,2,2.333333333,2,49,37,19,8,27,2
84,Neut,Nat,5.266666667,4,1,70,0,7,0,4,1,81,0,4,0,24,2
85,Neut,Urb,5.866666667,3.333333333,1,80,0,50,0,3.666666667,1,80,0,70,0,30,1
86,Neut,Nat,6.466666667,4,1,80,0,90,0,4,1,91,0,100,0,28,1
87,Neg,Nat,5.933333333,2,1.333333333,40,87,38,12,2,1,30,50,60,9,63,2
88,Neut,Anim,5.7,2.666666667,1.333333333,40,0,20,0,3.333333333,1,80,0,25,0,30,1
89,Neg,Nat,6.4,2,3.333333333,4,90,8,4,2.666666667,1.666666667,55,36,45,0,48,1
90,Neg,Nat,5.433333333,4,1,1,100,1,1,4,1,100,0,70,0,61,2
91,Neut,Anim,4.166666667,3.333333333,1.333333333,90,4,20,6,4,1,100,4,100,8,29,1
92,Neg,Nat,7,1.666666667,1.333333333,0,72,0,26,3,1,80,0,0,0,25,1
93,Neg,Nat,6.033333333,3,1,10,100,0,10,4,1,100,0,100,0,44,2
94,Neg,Anim,7,3,1.333333333,0,90,9,0,4,1,90,0,50,0,60,2
95,Neg,Nat,7,2.666666667,1.666666667,10,80,30,10,4,1,60,0,90,0,47,1
96,Neg,Urb,4.166666667,2,2,9,100,29,79,2,1.666666667,49,30,50,0,41,2
97,Neg,Anim,6.6,4,1,92,60,20,0,4,1,100,0,91,0,67,2
98,Neut,Urb,5.9,3,1,83,6,81,2,3,1,79,6,83,3,34,2
99,Neut,Nat,5.7,3,1,81,3,81,3,3,1,85,5,84,2,33,2
100,Neut,Anim,4.733333333,4,1,75,1,50,1,4,1,80,1,80,1,44,2
101,Neg,Anim,6.866666667,3,1.333333333,0,50,0,0,3.666666667,1,70,0,0,0,28,1
102,Neut,Urb,5.933333333,4,1,80,0,80,0,4,1,90,0,90,0,35,1
103,Neut,Urb,4.933333333,4,1,82,1,65,1,4,1,86,1,71,1,33,1
104,Neg,Anim,4.6,2.333333333,1.333333333,0,10,40,0,2.666666667,1.333333333,39,10,30,0,54,2
105,Neg,Anim,7,2.333333333,2,50,80,0,20,3,1,50,9,9,0,61,2
106,Neut,Anim,7,4,1,100,0,100,0,4,1,100,0,100,0,27,1
107,Neg,Anim,5.733333333,1,3.666666667,5,100,19,14,3,2,60,40,30,0,48,2
108,Neg,Anim,5.966666667,2,2.333333333,0,100,0,50,2.666666667,1.333333333,41,20,24,4,28,2
109,Neg,Anim,5.8,2,3.333333333,0,92,0,12,3,1.666666667,67,19,52,0,40,2
110,Neut,Urb,6.666666667,4,1,70,0,18,0,4,1,91,0,29,0,32,1
111,Neut,Anim,6.733333333,4,1,100,0,100,0,4,1,100,0,100,0,37,2
112,Neg,Nat,5.633333333,1.333333333,3,10,80,0,0,2,2.333333333,50,30,19,0,26,3
113,Neg,Nat,6.866666667,2,3,0,100,0,0,4,1,100,0,100,0,28,2
114,Neut,Anim,6.566666667,3.333333333,1,80,0,69,0,4,1,83,0,79,0,35,1
115,Neg,Anim,7,2.333333333,1,71,8,50,9,3,1,81,0,20,0,45,2
116,Neut,Anim,6.5,3.333333333,1,33,0,90,0,4,1,81,0,0,0,27,2
117,Neut,Anim,6.7,3.666666667,1.666666667,70,6,61,3,4,1,92,10,71,8,29,2
118,Neg,Urb,6.3,2,2.333333333,0,91,8,1,4,1,49,1,20,0,66,2
119,Neg,Urb,7,2.666666667,1.666666667,30,70,13,18,2.666666667,1,49,44,9,12,36,1
120,Neg,Nat,5.966666667,2,3,0,95,0,10,3,1,70,0,90,0,33,1
121,Neg,Urb,5.966666667,1,4,0,100,0,0,4,1,71,0,50,0,25,2
122,Neg,Anim,6.866666667,1,2.666666667,0,100,0,0,4,1,51,0,0,0,38,2
123,Neg,Nat,4.833333333,3,2,42,62,60,20,3.333333333,1,83,2,74,7,43,2
124,Neg,Urb,5,2,3,10,71,59,2,2.666666667,1,70,4,59,9,40,2
125,Neg,Nat,6.7,1.666666667,2.666666667,0,100,0,0,3,2,59,39,59,0,29,1
126,Neg,Nat,6.966666667,4,1,6,82,43,31,4,1,100,0,100,0,34,1
127,Neut,Urb,4.966666667,3,2,65,35,40,0,3,2,70,29,60,0,38,2
128,Neg,Anim,5.833333333,1.333333333,2,1,91,1,1,2,1.666666667,30,15,9,0,61,1
129,Neut,Nat,5.366666667,3,2,85,8,73,9,4,2,92,8,92,8,28,2
130,Neg,Nat,5.633333333,1.333333333,1.666666667,7,31,9,0,2,1,23,4,28,0,34,1
131,Neg,Urb,4.033333333,2,2,3,74,35,23,3,1,58,25,37,12,52,1
132,Neg,Urb,5.466666667,1,1.666666667,0,23,15,0,3,1,32,4,60,0,22,1
133,Neg,Nat,6.033333333,2.666666667,1,18,50,2,0,3,1,29,0,50,0,58,2
134,Neg,Urb,3.9,3,1.666666667,10,68,22,20,3,1,50,4,20,2,37,2
135,Neut,Nat,6.166666667,4,1,70,1,90,1,4,1,70,0,90,0,61,1
136,Neg,Anim,5.7,1.333333333,3.666666667,0,100,2,84,3,1,74,14,55,10,37,1
137,Neg,Urb,5.166666667,2.666666667,2.333333333,0,90,11,20,2.666666667,2,0,40,0,5,40,1
138,Neg,Urb,3.7,2.333333333,1.666666667,0,80,62,11,2.333333333,1.666666667,41,19,19,0,34,2
139,Neg,Urb,5.266666667,2,3,0,87,2,10,2.666666667,1.333333333,67,2,30,2,42,1
140,Neg,Anim,6.333333333,1,3.333333333,1,100,1,57,3,1,94,2,1,1,35,2
141,Neg,Urb,4.2,1.333333333,2.666666667,27,83,19,38,3,1.333333333,60,12,37,18,38,2
142,Neut,Anim,5.566666667,1.333333333,1.666666667,8,86,28,19,1.333333333,1.333333333,17,34,20,13,28,1
143,Neut,Nat,7,3,1,71,0,18,0,4,1,86,0,92,0,60,2
144,Neut,Nat,6.066666667,4,1,13,0,100,0,4,1,100,0,100,0,56,2
145,Neg,Anim,6.933333333,1.333333333,2,0,90,0,50,2.333333333,1,66,19,50,0,55,2
146,Neut,Anim,4.433333333,3,1,29,0,54,0,3.333333333,1,24,0,40,0,49,1
147,Neut,Anim,6.233333333,1.666666667,2.666666667,10,0,75,0,3,1,100,0,100,0,29,2
148,Neg,Nat,6.133333333,1.333333333,2.666666667,0,90,8,0,2.666666667,2,45,10,60,0,47,2
149,Neut,Urb,4.633333333,3.333333333,1,90,0,60,0,3.666666667,1,89,0,60,0,52,2
150,Neut,Urb,4.6,3.666666667,1,86,7,86,14,4,1,90,5,87,8,51,1
151,Neg,Anim,6.7,1.666666667,3.666666667,49,100,99,18,3,1,89,19,90,2,59,2
152,Neut,Nat,5.433333333,3.333333333,1.333333333,26,11,35,13,3.666666667,1,32,4,35,9,28,1
153,Neg,Nat,6.6,1,3,3,100,8,17,4,1,80,19,49,0,37,2
154,Neg,Urb,4.266666667,3,1.666666667,9,70,29,50,3,1.333333333,60,9,49,9,30,2
155,Neut,Urb,5.833333333,3.666666667,1,76,0,75,0,3.666666667,1,70,0,70,0,37,2
156,Neut,Anim,6.133333333,2.333333333,1,66,0,65,0,3.333333333,1,89,0,73,0,51,1
157,Neut,Nat,5.166666667,4,1,90,11,76,5,4,1,81,3,86,3,40,1
158,Neut,Anim,7,2.333333333,1.333333333,33,0,0,0,2.333333333,1.333333333,12,0,0,0,28,2
159,Neg,Nat,6.366666667,1.666666667,3.333333333,16,83,40,16,3.333333333,1.333333333,100,11,80,32,31,1
160,Neg,Urb,7,2.333333333,3.333333333,6,97,39,91,2.666666667,2,9,81,50,50,60,1
161,Neut,Urb,4.766666667,3.333333333,1,92,0,75,0,4,1,98,0,93,0,23,2
162,Neg,Nat,5.333333333,2.333333333,2.666666667,20,60,26,70,3,1,88,7,92,9,29,2
163,Neut,Anim,5.166666667,3,1,71,3,68,1,3,1,60,0,49,0,42,1
164,Neut,Anim,4.966666667,2,1,27,0,40,0,2,1,34,0,25,0,25,1
165,Neg,Anim,7,1,3,26,100,77,4,4,1,100,0,100,0,33,2
166,Neg,Anim,6.066666667,1,2,0,81,0,0,3.333333333,1,51,0,51,0,19,1
167,Neut,Urb,5.033333333,2.666666667,1.333333333,60,10,80,0,3,1.333333333,80,4,90,0,35,2
168,Neut,Anim,4.633333333,1,3.666666667,9,80,29,41,2,2.666666667,19,29,32,41,43,2
169,Neg,Anim,7,2,2.333333333,0,100,0,2,2.333333333,2,1,70,11,0,35,2
170,Neg,Urb,5.066666667,1.333333333,2,20,18,9,0,2.666666667,1,51,8,80,0,46,1
171,Neut,Nat,6.3,3,1,72,3,51,2,3,1,68,0,67,0,43,1
172,Neut,Urb,4.5,2.666666667,1,75,5,40,0,2.333333333,1,69,1,55,0,27,2
173,Neg,Urb,3.333333333,1,3.333333333,0,89,0,19,2,2,9,50,30,2,35,2
174,Neg,Anim,4.966666667,1.666666667,2,75,79,73,72,2.666666667,1.666666667,61,25,76,1,33,2
175,Neg,Nat,4.766666667,1,3,10,92,3,48,2.666666667,1.666666667,64,18,46,8,30,2
176,Neut,Anim,6.666666667,2.333333333,1.333333333,91,11,92,11,3,1,88,8,88,5,39,1
177,Neut,Urb,3.666666667,3,1.333333333,48,45,53,30,3,1.333333333,61,45,65,25,31,2
178,Neut,Nat,6.766666667,2,2.333333333,43,33,47,30,3,1,78,20,54,9,30,2
179,Neut,Anim,4.666666667,4,1,71,0,49,0,4,1,80,0,50,0,30,1
180,Neut,Nat,7,4,1,50,0,51,0,4,1,50,0,50,0,63,1
181,Neut,Nat,6.433333333,3,1,80,0,80,0,3,1,80,0,80,0,63,2
182,Neut,Urb,5.033333333,2.333333333,1,60,0,40,0,3,1,60,0,50,0,45,1
183,Neg,Urb,6.7,2.333333333,1.666666667,20,79,60,84,3,1,67,22,63,11,53,2
184,Neut,Urb,5.166666667,3.333333333,1,60,60,49,0,3,1,70,0,50,0,47,1
185,Neg,Urb,5.533333333,1.666666667,2.666666667,0,61,0,0,3.666666667,1,77,3,52,0,30,2
186,Neg,Nat,6.8,1,1.666666667,0,69,0,60,4,1,87,0,97,0,35,1
187,Neut,Urb,5.3,2.333333333,1,28,0,30,0,2.666666667,1,29,0,27,0,25,1
188,Neg,Urb,4.866666667,1,3,9,40,9,19,3,1,70,10,70,9,37,1
189,Neut,Nat,4.633333333,2.666666667,1,76,0,37,0,3.333333333,1,77,1,30,0,58,1
190,Neg,Urb,4.9,1.666666667,1,0,0,3,0,2.333333333,1,0,0,0,0,31,1
191,Neg,Nat,5.466666667,2,3,24,63,60,44,3,1.333333333,73,21,75,20,50,1
192,Neut,Urb,3.033333333,4,1,100,0,100,0,4,1,100,0,70,0,35,2
193,Neut,Anim,5.866666667,4,1,100,0,100,0,4,1,100,1,100,1,35,2
194,Neut,Nat,5.166666667,3,1,71,1,30,1,3.333333333,1,81,20,50,0,32,1
195,Neg,Urb,3.7,1.666666667,1,0,0,21,0,2,1,0,0,10,0,33,1
196,Neut,Urb,4.366666667,3.666666667,1,68,0,24,0,3.666666667,1,61,0,20,69,33,1
197,Neg,Urb,5.8,3,2.333333333,9,81,9,19,4,1,81,5,70,0,48,1
198,Neg,Urb,6.1,1,2.333333333,0,82,0,8,2.333333333,1.666666667,5,49,27,10,31,2
199,Neut,Urb,5.1,3,1,80,0,80,0,3,1,81,0,71,0,64,1
200,Neut,Anim,4.133333333,3,1,31,1,53,0,3,1,55,0,36,0,37,1
